type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,combined_features,normalized_title
Movie,Up in the Air,Jason Reitman,"George Clooney, Vera Farmiga, Anna Kendrick, Jason Bateman, Amy Morton, Melanie Lynskey, J.K. Simmons, Sam Elliott, Danny McBride, Zach Galifianakis, Chris Lowell",United States,"January 1, 2020",2009,R,110 min,"Comedies, Dramas, Romantic Movies","ryan bingham flies around the country firing employees on behalf of companies, but he faces losing the job he savors to recent college grad natalie.","ryan bingham flies around the country firing employees on behalf of companies, but he faces losing the job he savors to recent college grad natalie. George Clooney, Vera Farmiga, Anna Kendrick, Jason Bateman, Amy Morton, Melanie Lynskey, J.K. Simmons, Sam Elliott, Danny McBride, Zach Galifianakis, Chris Lowell Jason Reitman",up in the air
Movie,Urvi,Pradeep Verma,"Sruthi Hariharan, Shraddha Srinath, Shweta Pandit, Achyuth Kumar, Madhukar Niyogi, Prabhu Mundkur, Bhavani Prakash, Ananya Bhat",India,"January 15, 2018",2017,TV-MA,121 min,"Dramas, Independent Movies, International Movies","after getting tricked into working at a brothel, a medical student joins forces with two of her co-workers to fight their unscrupulous exploiters.","after getting tricked into working at a brothel, a medical student joins forces with two of her co-workers to fight their unscrupulous exploiters. Sruthi Hariharan, Shraddha Srinath, Shweta Pandit, Achyuth Kumar, Madhukar Niyogi, Prabhu Mundkur, Bhavani Prakash, Ananya Bhat Pradeep Verma",urvi
Movie,Used Goods,Mohamed Hamdy,"Mohamed Ragab, Ayten Amer, Hassan Abdulfattah",Egypt,"September 1, 2019",2018,TV-14,95 min,"Action & Adventure, Comedies, International Movies","to evade greedy pharmaceutical crooks, a medical scientist disguises himself as a struggling salesman to protect his groundbreaking cancer research.","to evade greedy pharmaceutical crooks, a medical scientist disguises himself as a struggling salesman to protect his groundbreaking cancer research. Mohamed Ragab, Ayten Amer, Hassan Abdulfattah Mohamed Hamdy",used goods
Movie,USS Indianapolis: Men of Courage,Mario Van Peebles,"Nicolas Cage, Tom Sizemore, Thomas Jane, Matt Lanter, James Remar, Brian Presley, Johnny Wactor, Adam Scott Miller, Cody Walker, Callard Harris",United States,"September 25, 2019",2016,R,130 min,Action & Adventure,"after becoming stranded in the philippine sea during world war ii, a tenacious navy crew faces a dire lack of supplies and a string of shark attacks.","after becoming stranded in the philippine sea during world war ii, a tenacious navy crew faces a dire lack of supplies and a string of shark attacks. Nicolas Cage, Tom Sizemore, Thomas Jane, Matt Lanter, James Remar, Brian Presley, Johnny Wactor, Adam Scott Miller, Cody Walker, Callard Harris Mario Van Peebles",uss indianapolis: men of courage
Movie,V for Vendetta,James McTeigue,"Natalie Portman, Hugo Weaving, Stephen Rea, Stephen Fry, John Hurt, Tim Pigott-Smith, Rupert Graves, Roger Allam, Ben Miles, Sinéad Cusack, Natasha Wightman","United States, United Kingdom, Germany","October 1, 2018",2005,R,132 min,"Action & Adventure, Dramas, Sci-Fi & Fantasy","a masked freedom fighter known as ""v"" takes up arms against a totalitarian government and finds an unlikely ally in a young woman.","a masked freedom fighter known as ""v"" takes up arms against a totalitarian government and finds an unlikely ally in a young woman. Natalie Portman, Hugo Weaving, Stephen Rea, Stephen Fry, John Hurt, Tim Pigott-Smith, Rupert Graves, Roger Allam, Ben Miles, Sinéad Cusack, Natasha Wightman James McTeigue",v for vendetta
Movie,Vantage Point,Pete Travis,"Dennis Quaid, Matthew Fox, Forest Whitaker, Bruce McGill, Edgar Ramírez, Saïd Taghmaoui, Ayelet Zurer, Zoe Saldana, Sigourney Weaver, William Hurt",United States,"November 1, 2019",2008,PG-13,90 min,Action & Adventure,"moments after he arrives in spain for an antiterrorism summit, u.s. president ashton is shot.","moments after he arrives in spain for an antiterrorism summit, u.s. president ashton is shot. Dennis Quaid, Matthew Fox, Forest Whitaker, Bruce McGill, Edgar Ramírez, Saïd Taghmaoui, Ayelet Zurer, Zoe Saldana, Sigourney Weaver, William Hurt Pete Travis",vantage point
Movie,Veerappan,Ram Gopal Varma,"Sandeep Bharadwaj, Sachiin Joshi, Lisa Ray, Usha Jadhav, Nissar Khan, Krishna Shrikanth Iyengar",India,"October 15, 2017",2016,TV-14,117 min,"Action & Adventure, Dramas, International Movies",a police official assembles an elaborate network of spies and undercover operatives to bring down a ruthless bandit with a private army.,"a police official assembles an elaborate network of spies and undercover operatives to bring down a ruthless bandit with a private army. Sandeep Bharadwaj, Sachiin Joshi, Lisa Ray, Usha Jadhav, Nissar Khan, Krishna Shrikanth Iyengar Ram Gopal Varma",veerappan
Movie,Veerey Ki Wedding,Ashu Trikha,"Pulkit Samrat, Yuvika Chaudhry, Jimmy Shergill, Supriya Karnik, Kriti Kharbanda, Satish Kaushik",India,"December 31, 2019",2018,TV-14,130 min,"Comedies, Dramas, International Movies","quick to throw punches in the name of justice, a young man must find a calmer way to win over the pacifist father of the girl he wishes to marry.","quick to throw punches in the name of justice, a young man must find a calmer way to win over the pacifist father of the girl he wishes to marry. Pulkit Samrat, Yuvika Chaudhry, Jimmy Shergill, Supriya Karnik, Kriti Kharbanda, Satish Kaushik Ashu Trikha",veerey ki wedding
Movie,Viceroy's House,Gurinder Chadha,"Hugh Bonneville, Gillian Anderson, Manish Dayal, Huma Qureshi, Michael Gambon, David Hayman, Simon Callow, Denzil Smith, Neeraj Kabi, Tanveer Ghani, Om Puri, Lily Travers","United Kingdom, India, Sweden","December 12, 2017",2017,NR,106 min,Dramas,"as viceroy lord mountbatten arrives in delhi to oversee a transfer of power from britain to india in 1947, war looms between religious factions.","as viceroy lord mountbatten arrives in delhi to oversee a transfer of power from britain to india in 1947, war looms between religious factions. Hugh Bonneville, Gillian Anderson, Manish Dayal, Huma Qureshi, Michael Gambon, David Hayman, Simon Callow, Denzil Smith, Neeraj Kabi, Tanveer Ghani, Om Puri, Lily Travers Gurinder Chadha",viceroy's house
Movie,Victor,Brandon Dickerson,"Patrick Davis, Lisa Vidal, Josh Pence, José Zúñiga, Haley Ramm, Matt Angel, J. Michael Trautmann, Lobo Sebastian",United States,"July 24, 2017",2015,PG-13,110 min,Dramas,"in 1962 brooklyn, a puerto rican teen who joins a gang is seduced by violence and heroin. but can his mother's love and faith in god save him?","in 1962 brooklyn, a puerto rican teen who joins a gang is seduced by violence and heroin. but can his mother's love and faith in god save him? Patrick Davis, Lisa Vidal, Josh Pence, José Zúñiga, Haley Ramm, Matt Angel, J. Michael Trautmann, Lobo Sebastian Brandon Dickerson",victor
Movie,Viking Destiny,David L.G. Hughes,"Anna Demetriou, Timo Nieminen, Will Mellor, Andrew Whipp, Paul Freeman, Terence Stamp, Ian Beattie, Victoria Broom, Taylor Frost, Martyn Ford","United Kingdom, Belgium","February 2, 2019",2018,R,91 min,"Action & Adventure, Sci-Fi & Fantasy","framed for her father’s murder, an exiled viking princess is guided by the god odin as she prepares to return to her kingdom and reclaim the throne.","framed for her father’s murder, an exiled viking princess is guided by the god odin as she prepares to return to her kingdom and reclaim the throne. Anna Demetriou, Timo Nieminen, Will Mellor, Andrew Whipp, Paul Freeman, Terence Stamp, Ian Beattie, Victoria Broom, Taylor Frost, Martyn Ford David L.G. Hughes",viking destiny
Movie,Vikings Unearthed,Harvey Lilley,Eric Meyers,United States,"March 1, 2017",2016,TV-PG,113 min,Documentaries,archaeologist sarah parcak follows clues to early viking explorations and discusses just what these notoriously fierce warriors were really like.,archaeologist sarah parcak follows clues to early viking explorations and discusses just what these notoriously fierce warriors were really like. Eric Meyers Harvey Lilley,vikings unearthed
Movie,Vincent N Roxxy,Gary Michael Schultz,"Emile Hirsch, Zoë Kravitz, Emory Cohen, Zoey Deutch, Beau Knapp, Jason Mitchell, Scott Mescudi, Jeff Gum, Joey Bicicchi",United States,"September 2, 2017",2016,R,101 min,"Dramas, Thrillers","in rural louisiana, a terse loner forges a redemptive bond with a woman he saved from a killer, but a violent past soon catches up with both of them.","in rural louisiana, a terse loner forges a redemptive bond with a woman he saved from a killer, but a violent past soon catches up with both of them. Emile Hirsch, Zoë Kravitz, Emory Cohen, Zoey Deutch, Beau Knapp, Jason Mitchell, Scott Mescudi, Jeff Gum, Joey Bicicchi Gary Michael Schultz",vincent n roxxy
Movie,Viswasapoorvam Mansoor,P.T. Kunju Muhammad,"Roshan Mathew, Asha Sarath, Prayaga Martin, Zarina Wahab, Renji Panicker, Leona Lishoy, Santhosh Keezhattoor, Sunil Sukhada",India,"July 1, 2018",2017,TV-14,125 min,"Dramas, International Movies","when a mother and her daughter arrive to stay in his home in kerala, a young muslim man becomes torn between love, faith and clashing political views.","when a mother and her daughter arrive to stay in his home in kerala, a young muslim man becomes torn between love, faith and clashing political views. Roshan Mathew, Asha Sarath, Prayaga Martin, Zarina Wahab, Renji Panicker, Leona Lishoy, Santhosh Keezhattoor, Sunil Sukhada P.T. Kunju Muhammad",viswasapoorvam mansoor
Movie,Vitti Dandu,Ganesh Kadam,"Dilip Prabhavalkar, Ashok Samarth, Yatin Karyekar, Nishant Bhavsar, Mrunal Thakur, Vikas Kadam, Utpal Sawant, Ravindra Mankani, Shubhankar Atre, Charudatta Bhagwat",India,"July 15, 2017",2014,TV-14,116 min,"Dramas, International Movies","in a remote village in colonial india, an old man and his grandson display strong differences in their attitudes toward the country's british rulers.","in a remote village in colonial india, an old man and his grandson display strong differences in their attitudes toward the country's british rulers. Dilip Prabhavalkar, Ashok Samarth, Yatin Karyekar, Nishant Bhavsar, Mrunal Thakur, Vikas Kadam, Utpal Sawant, Ravindra Mankani, Shubhankar Atre, Charudatta Bhagwat Ganesh Kadam",vitti dandu
Movie,Vizontele Tuuba,Yılmaz Erdoğan,"Yılmaz Erdoğan, Tarık Akan, Altan Erkekli, Cezmi Baskın, İclal Aydın, Demet Akbağ, Tuba Ünsal, Tolga Çevik",Turkey,"March 10, 2017",2004,NR,106 min,"Comedies, Dramas, International Movies","with civil war looming, a tv-obsessed turkish town is bemused when a bureaucrat and his daughter arrive to modernize their library.","with civil war looming, a tv-obsessed turkish town is bemused when a bureaucrat and his daughter arrive to modernize their library. Yılmaz Erdoğan, Tarık Akan, Altan Erkekli, Cezmi Baskın, İclal Aydın, Demet Akbağ, Tuba Ünsal, Tolga Çevik Yılmaz Erdoğan",vizontele tuuba
Movie,Vodka Diaries,Kushal Srivastava,"Kay Kay Menon, Raima Sen, Mandira Bedi, Sharib Hashmi, Rishi Bhutani, Herry Tangri, Vaishnavi Dhanraj, Swati Rajput",India,"December 31, 2019",2018,TV-14,113 min,"Dramas, International Movies, Thrillers","while investigating a series of murders and the nightclub that links them, a detective’s case takes an alarming turn when his wife goes missing.","while investigating a series of murders and the nightclub that links them, a detective’s case takes an alarming turn when his wife goes missing. Kay Kay Menon, Raima Sen, Mandira Bedi, Sharib Hashmi, Rishi Bhutani, Herry Tangri, Vaishnavi Dhanraj, Swati Rajput Kushal Srivastava",vodka diaries
Movie,VS.,Ed Lilly,"Connor Swindells, Fola Evans-Akingbola, Nicholas Pinnock, Ruth Sheen, Emily Taaffe, Shotty Horroh, Paige Meade, Elliot Barnes-Worrell, Joivan Wade, Youssef Berouain, Jurell Carter, Ellie James",United Kingdom,"June 19, 2019",2018,TV-MA,99 min,Dramas,"a young man in foster care finds his voice in the underground rap battle scene. but when his mother returns, a lifetime of pain comes with her.","a young man in foster care finds his voice in the underground rap battle scene. but when his mother returns, a lifetime of pain comes with her. Connor Swindells, Fola Evans-Akingbola, Nicholas Pinnock, Ruth Sheen, Emily Taaffe, Shotty Horroh, Paige Meade, Elliot Barnes-Worrell, Joivan Wade, Youssef Berouain, Jurell Carter, Ellie James Ed Lilly",vs.
Movie,Waar,Bilal Lashari,"Shaan Shahid, Shamoon Abbasi, Ayesha Khan, Meesha Shafi, Ali Azmat, Hamza Abbasi, Kamran Lashari",Pakistan,"July 1, 2017",2013,TV-MA,130 min,"Action & Adventure, International Movies","when pakistani authorities learn of a looming terrorist strike, they ask a retired intelligence officer to counter the attack before it's too late.","when pakistani authorities learn of a looming terrorist strike, they ask a retired intelligence officer to counter the attack before it's too late. Shaan Shahid, Shamoon Abbasi, Ayesha Khan, Meesha Shafi, Ali Azmat, Hamza Abbasi, Kamran Lashari Bilal Lashari",waar
Movie,Waarrior Savitri,Param Gill,"Niharica Raizada, Rajat Barmecha, Lucy Pinder, Om Puri, Gulshan Grover, Tim Man, Ron Smoorenburg, KaramVeer Chaudhary",India,"November 1, 2017",2016,TV-14,120 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy","in a modern adaptation of a mythological tale, a devoted wife is willing to do whatever it takes to rescue her husband from the clutches of death.","in a modern adaptation of a mythological tale, a devoted wife is willing to do whatever it takes to rescue her husband from the clutches of death. Niharica Raizada, Rajat Barmecha, Lucy Pinder, Om Puri, Gulshan Grover, Tim Man, Ron Smoorenburg, KaramVeer Chaudhary Param Gill",waarrior savitri
Movie,Waiting,Anu Menon,"Naseeruddin Shah, Kalki Koechlin, Rajat Kapoor, Rajeev Ravindranathan, Ratnabali Bhattacharjee, Suhasini, Arjun Mathur",India,"May 1, 2018",2015,TV-MA,94 min,"Dramas, International Movies","while visiting his comatose wife in the hospital, a serene old professor befriends a vibrant young woman whose husband has also fallen into a coma.","while visiting his comatose wife in the hospital, a serene old professor befriends a vibrant young woman whose husband has also fallen into a coma. Naseeruddin Shah, Kalki Koechlin, Rajat Kapoor, Rajeev Ravindranathan, Ratnabali Bhattacharjee, Suhasini, Arjun Mathur Anu Menon",waiting
Movie,Waiting...,Rob McKittrick,"Ryan Reynolds, Anna Faris, Justin Long, David Koechner, Luis Guzmán, Chi McBride, John Francis Daley, Kaitlin Doubleday, Rob Benedict, Alanna Ubach, Vanessa Lengies, Dane Cook",United States,"September 23, 2020",2005,R,94 min,"Comedies, Independent Movies",employees turn up the antics during an eight-hour shift at the restaurant shenaniganz when new opportunities call and boredom gets the best of them.,"employees turn up the antics during an eight-hour shift at the restaurant shenaniganz when new opportunities call and boredom gets the best of them. Ryan Reynolds, Anna Faris, Justin Long, David Koechner, Luis Guzmán, Chi McBride, John Francis Daley, Kaitlin Doubleday, Rob Benedict, Alanna Ubach, Vanessa Lengies, Dane Cook Rob McKittrick",waiting...
Movie,Wakefield,Robin Swicord,"Bryan Cranston, Jennifer Garner, Jason O'Mara, Beverly D'Angelo, Ian Anthony Dale, Pippa Bennett-Warner, Isaac Leyva, Victoria Bruno, Ellery Sprayberry, Tracey Walter",United States,"March 2, 2019",2016,R,109 min,Dramas,"an unhappy father and lawyer quits his suburban life and vanishes into the attic above his garage, where he watches his family move on without him.","an unhappy father and lawyer quits his suburban life and vanishes into the attic above his garage, where he watches his family move on without him. Bryan Cranston, Jennifer Garner, Jason O'Mara, Beverly D'Angelo, Ian Anthony Dale, Pippa Bennett-Warner, Isaac Leyva, Victoria Bruno, Ellery Sprayberry, Tracey Walter Robin Swicord",wakefield
